Date,Unemployment Value ,US Dollar Index 
2017-07-14,4.3,95.15
2017-07-15,4.3,95.15
2017-07-16,4.3,95.15
2017-07-17,4.3,95.13
2017-07-18,4.3,94.6
2017-07-19,4.3,94.78
2017-07-20,4.3,94.31
2017-07-21,4.3,93.86
2017-07-22,4.3,93.86
2017-07-23,4.3,93.86
2017-07-24,4.3,93.98
2017-07-25,4.3,94.05
2017-07-26,4.3,93.67
2017-07-27,4.3,93.86
2017-07-28,4.3,93.26
2017-07-29,4.3,93.26
2017-07-30,4.3,93.26
2017-07-31,4.3,92.86
2017-08-01,4.4,93.04
2017-08-02,4.4,92.84
2017-08-03,4.4,92.84
2017-08-04,4.4,93.54
2017-08-05,4.4,93.54
2017-08-06,4.4,93.54
2017-08-07,4.4,93.43
2017-08-08,4.4,93.65
2017-08-09,4.4,93.55
2017-08-10,4.4,93.4
2017-08-11,4.4,93.07
2017-08-12,4.4,93.07
2017-08-13,4.4,93.07
2017-08-14,4.4,93.41
2017-08-15,4.4,93.85
2017-08-16,4.4,93.54
2017-08-17,4.4,93.62
2017-08-18,4.4,93.43
2017-08-19,4.4,93.43
2017-08-20,4.4,93.43
2017-08-21,4.4,93.09
2017-08-22,4.4,93.55
2017-08-23,4.4,93.15
2017-08-24,4.4,93.28
2017-08-25,4.4,92.74
2017-08-26,4.4,92.74
2017-08-27,4.4,92.74
2017-08-28,4.4,92.21
2017-08-29,4.4,92.25
2017-08-30,4.4,92.88
2017-08-31,4.4,92.67
2017-09-01,4.2,92.81
2017-09-02,4.2,92.81
2017-09-03,4.2,92.81
2017-09-04,4.2,92.64
2017-09-05,4.2,92.25
2017-09-06,4.2,92.29
2017-09-07,4.2,91.66
2017-09-08,4.2,91.35
2017-09-09,4.2,91.35
2017-09-10,4.2,91.35
2017-09-11,4.2,91.9
2017-09-12,4.2,91.88
2017-09-13,4.2,92.52
2017-09-14,4.2,92.12
2017-09-15,4.2,91.87
2017-09-16,4.2,91.87
2017-09-17,4.2,91.87
2017-09-18,4.2,92.05
2017-09-19,4.2,91.79
2017-09-20,4.2,92.51
2017-09-21,4.2,92.19
2017-09-22,4.2,92.17
2017-09-23,4.2,92.17
2017-09-24,4.2,92.17
2017-09-25,4.2,92.65
2017-09-26,4.2,92.97
2017-09-27,4.2,93.36
2017-09-28,4.2,93.08
2017-09-29,4.2,93.08
2017-09-30,4.2,93.08
2017-10-01,4.1,93.08
2017-10-02,4.1,93.56
2017-10-03,4.1,93.57
2017-10-04,4.1,93.46
2017-10-05,4.1,93.96
2017-10-06,4.1,93.8
2017-10-07,4.1,93.8
2017-10-08,4.1,93.8
2017-10-09,4.1,93.67
2017-10-10,4.1,93.29
2017-10-11,4.1,93.02
2017-10-12,4.1,93.06
2017-10-13,4.1,93.09
2017-10-14,4.1,93.09
2017-10-15,4.1,93.09
2017-10-16,4.1,93.31
2017-10-17,4.1,93.51
2017-10-18,4.1,93.36
2017-10-19,4.1,93.16
2017-10-20,4.1,93.7
2017-10-21,4.1,93.7
2017-10-22,4.1,93.7
2017-10-23,4.1,93.94
2017-10-24,4.1,93.77
2017-10-25,4.1,93.71
2017-10-26,4.1,94.61
2017-10-27,4.1,94.92
2017-10-28,4.1,94.92
2017-10-29,4.1,94.92
2017-10-30,4.1,94.56
2017-10-31,4.1,94.55
2017-11-01,4.2,94.81
2017-11-02,4.2,94.69
2017-11-03,4.2,94.94
2017-11-04,4.2,94.94
2017-11-05,4.2,94.94
2017-11-06,4.2,94.76
2017-11-07,4.2,94.91
2017-11-08,4.2,94.87
2017-11-09,4.2,94.44
2017-11-10,4.2,94.39
2017-11-11,4.2,94.39
2017-11-12,4.2,94.39
2017-11-13,4.2,94.49
2017-11-14,4.2,93.83
2017-11-15,4.2,93.81
2017-11-16,4.2,93.93
2017-11-17,4.2,93.66
2017-11-18,4.2,93.66
2017-11-19,4.2,93.66
2017-11-20,4.2,94.08
2017-11-21,4.2,93.95
2017-11-22,4.2,93.22
2017-11-23,4.2,93.22
2017-11-24,4.2,92.78
2017-11-25,4.2,92.78
2017-11-26,4.2,92.78
2017-11-27,4.2,92.9
2017-11-28,4.2,93.27
2017-11-29,4.2,93.16
2017-11-30,4.2,93.05
2017-12-01,4.1,92.89
2017-12-02,4.1,92.89
2017-12-03,4.1,92.89
2017-12-04,4.1,93.19
2017-12-05,4.1,93.38
2017-12-06,4.1,93.61
2017-12-07,4.1,93.8
2017-12-08,4.1,93.9
2017-12-09,4.1,93.9
2017-12-10,4.1,93.9
2017-12-11,4.1,93.87
2017-12-12,4.1,94.1
2017-12-13,4.1,93.43
2017-12-14,4.1,93.49
2017-12-15,4.1,93.93
2017-12-16,4.1,93.93
2017-12-17,4.1,93.93
2017-12-18,4.1,93.69
2017-12-19,4.1,93.44
2017-12-20,4.1,93.31
2017-12-21,4.1,93.28
2017-12-22,4.1,93.35
2017-12-23,4.1,93.35
2017-12-24,4.1,93.35
2017-12-25,4.1,93.35
2017-12-26,4.1,93.26
2017-12-27,4.1,93.03
2017-12-28,4.1,92.6
2017-12-29,4.1,92.12
2017-12-30,4.1,92.12
2017-12-31,4.1,92.28
2018-01-01,4.1,92.25
2018-01-02,4.1,91.87
2018-01-03,4.1,92.16
2018-01-04,4.1,91.85
2018-01-05,4.1,91.95
2018-01-06,4.1,91.95
2018-01-07,4.1,91.95
2018-01-08,4.1,92.36
2018-01-09,4.1,92.53
2018-01-10,4.1,92.33
2018-01-11,4.1,91.85
2018-01-12,4.1,90.97
2018-01-13,4.1,90.97
2018-01-14,4.1,90.97
2018-01-15,4.1,90.97
2018-01-16,4.1,90.39
2018-01-17,4.1,90.54
2018-01-18,4.1,90.5
2018-01-19,4.1,90.57
2018-01-20,4.1,90.57
2018-01-21,4.1,90.57
2018-01-22,4.1,90.4
2018-01-23,4.1,90.12
2018-01-24,4.1,89.21
2018-01-25,4.1,89.39
2018-01-26,4.1,89.07
2018-01-27,4.1,89.07
2018-01-28,4.1,89.07
2018-01-29,4.1,89.31
2018-01-30,4.1,89.16
2018-01-31,4.1,89.13
2018-02-01,4.1,88.67
2018-02-02,4.1,89.19
2018-02-03,4.1,89.19
2018-02-04,4.1,89.19
2018-02-05,4.1,89.55
2018-02-06,4.1,89.58
2018-02-07,4.1,90.25
2018-02-08,4.1,90.23
2018-02-09,4.1,90.44
2018-02-10,4.1,90.44
2018-02-11,4.1,90.44
2018-02-12,4.1,90.21
2018-02-13,4.1,89.7
2018-02-14,4.1,89.12
2018-02-15,4.1,88.59
2018-02-16,4.1,89.1
2018-02-17,4.1,89.1
2018-02-18,4.1,89.1
2018-02-19,4.1,89.1
2018-02-20,4.1,89.72
2018-02-21,4.1,90
2018-02-22,4.1,89.74
2018-02-23,4.1,89.88
2018-02-24,4.1,89.88
2018-02-25,4.1,89.88
2018-02-26,4.1,89.85
2018-02-27,4.1,90.36
2018-02-28,4.1,90.61
2018-03-01,4.0,90.32
2018-03-02,4.0,89.94
2018-03-03,4.0,89.94
2018-03-04,4.0,89.94
2018-03-05,4.0,90.08
2018-03-06,4.0,89.62
2018-03-07,4.0,89.64
2018-03-08,4.0,90.18
2018-03-09,4.0,90.09
2018-03-10,4.0,90.09
2018-03-11,4.0,90.09
2018-03-12,4.0,89.89
2018-03-13,4.0,89.66
2018-03-14,4.0,89.7
2018-03-15,4.0,90.14
2018-03-16,4.0,90.23
2018-03-17,4.0,90.23
2018-03-18,4.0,90.23
2018-03-19,4.0,89.77
2018-03-20,4.0,90.37
2018-03-21,4.0,89.78
2018-03-22,4.0,89.86
2018-03-23,4.0,89.48
2018-03-24,4.0,89.48
2018-03-25,4.0,89.48
2018-03-26,4.0,89.03
2018-03-27,4.0,89.33
2018-03-28,4.0,90.06
2018-03-29,4.0,90.15
2018-03-30,4.0,89.97
2018-03-31,4.0,89.97
2018-04-01,4.0,89.97
2018-04-02,4.0,90.05
2018-04-03,4.0,90.2
2018-04-04,4.0,90.14
2018-04-05,4.0,90.46
2018-04-06,4.0,90.11
2018-04-07,4.0,90.11
2018-04-08,4.0,90.11
2018-04-09,4.0,89.84
2018-04-10,4.0,89.59
2018-04-11,4.0,89.57
2018-04-12,4.0,89.75
2018-04-13,4.0,89.8
2018-04-14,4.0,89.8
2018-04-15,4.0,89.8
2018-04-16,4.0,89.42
2018-04-17,4.0,89.52
2018-04-18,4.0,89.62
2018-04-19,4.0,89.94
2018-04-20,4.0,90.32
2018-04-21,4.0,90.32
2018-04-22,4.0,90.32
2018-04-23,4.0,90.95
2018-04-24,4.0,90.77
2018-04-25,4.0,91.17
2018-04-26,4.0,91.56
2018-04-27,4.0,91.54
2018-04-28,4.0,91.54
2018-04-29,4.0,91.54
2018-04-30,4.0,91.84
2018-05-01,3.8,92.45
2018-05-02,3.8,92.51
2018-05-03,3.8,92.41
2018-05-04,3.8,92.57
2018-05-05,3.8,92.57
2018-05-06,3.8,92.57
2018-05-07,3.8,92.75
2018-05-08,3.8,93.12
2018-05-09,3.8,93.04
2018-05-10,3.8,92.65
2018-05-11,3.8,92.54
2018-05-12,3.8,92.54
2018-05-13,3.8,92.54
2018-05-14,3.8,92.59
2018-05-15,3.8,93.22
2018-05-16,3.8,93.39
2018-05-17,3.8,93.47
2018-05-18,3.8,93.64
2018-05-19,3.8,93.64
2018-05-20,3.8,93.64
2018-05-21,3.8,93.68
2018-05-22,3.8,93.61
2018-05-23,3.8,94
2018-05-24,3.8,93.76
2018-05-25,3.8,94.19
2018-05-26,3.8,94.19
2018-05-27,3.8,94.19
2018-05-28,3.8,94.19
2018-05-29,3.8,94.83
2018-05-30,3.8,94.15
2018-05-31,3.8,93.98
2018-06-01,4.0,94.19
2018-06-02,4.0,94.19
2018-06-03,4.0,94.19
2018-06-04,4.0,94.02
2018-06-05,4.0,93.9
2018-06-06,4.0,93.66
2018-06-07,4.0,93.4
2018-06-08,4.0,93.55
2018-06-09,4.0,93.55
2018-06-10,4.0,93.55
2018-06-11,4.0,93.58
2018-06-12,4.0,93.8
2018-06-13,4.0,93.71
2018-06-14,4.0,94.77
2018-06-15,4.0,94.79
2018-06-16,4.0,94.79
2018-06-17,4.0,94.79
2018-06-18,4.0,94.8
2018-06-19,4.0,95.08
2018-06-20,4.0,95.06
2018-06-21,4.0,94.74
2018-06-22,4.0,94.52
2018-06-23,4.0,94.52
2018-06-24,4.0,94.52
2018-06-25,4.0,94.28
2018-06-26,4.0,94.66
2018-06-27,4.0,95.27
2018-06-28,4.0,95.39
2018-06-29,4.0,94.64
2018-06-30,4.0,94.64
2018-07-01,3.8,94.64
2018-07-02,3.8,95.03
2018-07-03,3.8,94.67
2018-07-04,3.8,94.67
2018-07-05,3.8,94.47
2018-07-06,3.8,94.04
2018-07-07,3.8,94.04
2018-07-08,3.8,94.04
2018-07-09,3.8,94.08
2018-07-10,3.8,94.15
2018-07-11,3.8,94.72
2018-07-12,3.8,94.81
2018-07-13,3.8,94.75
2018-07-14,3.8,94.75
2018-07-15,3.8,94.75
2018-07-16,3.8,94.51
2018-07-17,3.8,94.94
2018-07-18,3.8,95.08
2018-07-19,3.8,95.15
2018-07-20,3.8,94.45
2018-07-21,3.8,94.45
2018-07-22,3.8,94.45
2018-07-23,3.8,94.67
2018-07-24,3.8,94.61
2018-07-25,3.8,94.36
2018-07-26,3.8,94.75
2018-07-27,3.8,94.67
2018-07-28,3.8,94.67
2018-07-29,3.8,94.67
2018-07-30,3.8,94.32
2018-07-31,3.8,94.49
2018-08-01,3.8,94.62
2018-08-02,3.8,95.16
2018-08-03,3.8,95.14
2018-08-04,3.8,95.14
2018-08-05,3.8,95.14
2018-08-06,3.8,95.36
2018-08-07,3.8,95.22
2018-08-08,3.8,95.05
2018-08-09,3.8,95.5
2018-08-10,3.8,96.36
2018-08-11,3.8,96.36
2018-08-12,3.8,96.36
2018-08-13,3.8,96.39
2018-08-14,3.8,96.73
2018-08-15,3.8,96.7
2018-08-16,3.8,96.64
2018-08-17,3.8,96.1
2018-08-18,3.8,96.1
2018-08-19,3.8,96.1
2018-08-20,3.8,95.9
2018-08-21,3.8,95.26
2018-08-22,3.8,95.15
2018-08-23,3.8,95.67
2018-08-24,3.8,95.15
2018-08-25,3.8,95.15
2018-08-26,3.8,95.15
2018-08-27,3.8,94.78
2018-08-28,3.8,94.72
2018-08-29,3.8,94.6
2018-08-30,3.8,94.72
2018-08-31,3.8,95.14
2018-09-01,3.7,95.14
2018-09-02,3.7,95.14
2018-09-03,3.7,95.14
2018-09-04,3.7,95.44
2018-09-05,3.7,95.18
2018-09-06,3.7,95.02
2018-09-07,3.7,95.36
2018-09-08,3.7,95.36
2018-09-09,3.7,95.36
2018-09-10,3.7,95.15
2018-09-11,3.7,95.25
2018-09-12,3.7,94.8
2018-09-13,3.7,94.52
2018-09-14,3.7,94.93
2018-09-15,3.7,94.93
2018-09-16,3.7,94.93
2018-09-17,3.7,94.5
2018-09-18,3.7,94.64
2018-09-19,3.7,94.54
2018-09-20,3.7,93.91
2018-09-21,3.7,94.22
2018-09-22,3.7,94.22
2018-09-23,3.7,94.22
2018-09-24,3.7,94.19
2018-09-25,3.7,94.13
2018-09-26,3.7,94.19
2018-09-27,3.7,94.89
2018-09-28,3.7,95.13
2018-09-29,3.7,95.13
2018-09-30,3.7,95.13
2018-10-01,3.8,95.3
2018-10-02,3.8,95.51
2018-10-03,3.8,95.76
2018-10-04,3.8,95.75
2018-10-05,3.8,95.62
2018-10-06,3.8,95.62
2018-10-07,3.8,95.62
2018-10-08,3.8,95.76
2018-10-09,3.8,95.67
2018-10-10,3.8,95.51
2018-10-11,3.8,95.02
2018-10-12,3.8,95.22
2018-10-13,3.8,95.22
2018-10-14,3.8,95.22
2018-10-15,3.8,95.06
2018-10-16,3.8,95.05
2018-10-17,3.8,95.58
2018-10-18,3.8,95.9
2018-10-19,3.8,95.71
2018-10-20,3.8,95.71
2018-10-21,3.8,95.71
2018-10-22,3.8,96.01
2018-10-23,3.8,95.96
2018-10-24,3.8,96.43
2018-10-25,3.8,96.68
2018-10-26,3.8,96.36
2018-10-27,3.8,96.36
2018-10-28,3.8,96.36
2018-10-29,3.8,96.58
2018-10-30,3.8,97.01
2018-10-31,3.8,97.13
2018-11-01,3.7,96.28
2018-11-02,3.7,96.54
2018-11-03,3.7,96.54
2018-11-04,3.7,96.54
2018-11-05,3.7,96.28
2018-11-06,3.7,96.32
2018-11-07,3.7,96
2018-11-08,3.7,96.72
2018-11-09,3.7,96.91
2018-11-10,3.7,96.91
2018-11-11,3.7,96.91
2018-11-12,3.7,97.54
2018-11-13,3.7,97.3
2018-11-14,3.7,96.8
2018-11-15,3.7,96.93
2018-11-16,3.7,96.47
2018-11-17,3.7,96.47
2018-11-18,3.7,96.47
2018-11-19,3.7,96.19
2018-11-20,3.7,96.84
2018-11-21,3.7,96.71
2018-11-22,3.7,96.71
2018-11-23,3.7,96.92
2018-11-24,3.7,96.92
2018-11-25,3.7,96.92
2018-11-26,3.7,97.07
2018-11-27,3.7,97.37
2018-11-28,3.7,96.79
2018-11-29,3.7,96.78
2018-11-30,3.7,97.27
,,
