,Date,Open,High,Low,Close,Volume,Market_Cap,Spread,Month_Year,Unemployment_Percentage,USDI,Y_Average,DOW_Close,NASDAQ_Close,SP500_Close,Average_Close
1107,2016-05-09,458.21,462.48,456.53,460.48,55493100.0,7149827444.0,5.95,2016-05,4.8,94.13,459.425,17705.91016,4750.209961,2058.689941,8171.603354
1108,2016-05-10,460.52,461.93,448.95,450.89,58956100.0,7002714977.0,12.98,2016-05,4.8,94.29,455.5725,17928.34961,4809.879883,2084.389893,8274.206462
1109,2016-05-11,450.86,454.58,450.86,452.73,50605200.0,7032699388.0,3.72,2016-05,4.8,93.82,452.25750000000005,17711.11914,4760.689941,2064.459961,8178.756347333333
1110,2016-05-12,452.45,454.95,449.25,454.77,59849300.0,7065960832.0,5.7,2016-05,4.8,94.15,452.855,17720.5,4737.330078,2064.110107,8173.980061666666
1111,2016-05-13,454.85,457.05,453.45,455.67,60845000.0,7081726955.0,3.6,2016-05,4.8,94.61,455.25500000000005,17535.32031,4717.680176,2046.609985,8099.8701569999985
1114,2016-05-16,457.59,458.2,452.95,454.16,59171500.0,7063120268.0,5.25,2016-05,4.8,94.57,455.725,17710.71094,4775.459961,2066.659912,8184.2769376666665
1115,2016-05-17,454.01,455.07,453.61,453.78,64100300.0,7058821457.0,1.46,2016-05,4.8,94.55,454.1175,17529.98047,4715.72998,2047.209961,8097.640136999999
1116,2016-05-18,453.69,456.0,453.3,454.62,86850096.0,7073564772.0,2.7,2016-05,4.8,95.08,454.40250000000003,17526.61914,4739.120117,2047.630005,8104.456420666666
1117,2016-05-19,454.52,454.63,438.71,438.71,96027400.0,6827425412.0,15.92,2016-05,4.8,95.29,446.6425,17435.40039,4712.529785,2040.040039,8062.656737999999
1118,2016-05-20,437.79,444.05,437.39,442.68,81987904.0,6890716750.0,6.66,2016-05,4.8,95.33,440.4775,17500.93945,4769.560059,2052.320068,8107.606525666667
1121,2016-05-23,439.35,444.35,438.82,444.15,50582500.0,6919346395.0,5.53,2016-05,4.8,95.23,441.6675,17492.92969,4765.779785,2048.040039,8102.249838
1122,2016-05-24,444.29,447.1,443.93,445.98,65783100.0,6949432035.0,3.17,2016-05,4.8,95.57,445.32500000000005,17706.05078,4861.060059,2076.060059,8214.390299333334
1123,2016-05-25,446.06,450.3,446.06,449.6,65231000.0,7007360094.0,4.24,2016-05,4.8,95.35,448.005,17851.50977,4894.890136999999,2090.540039,8278.979981999999
1124,2016-05-26,449.67,453.64,447.9,453.38,65203800.0,7067871184.0,5.74,2016-05,4.8,95.17,451.14750000000004,17828.28906,4901.77002,2090.100098,8273.386392666665
1125,2016-05-27,453.52,478.15,453.52,473.46,164780992.0,7382558440.0,24.63,2016-05,4.8,95.52,464.6625,17873.2207,4933.5,2099.060059,8301.926919666666
1129,2016-05-31,534.19,546.62,520.66,531.39,138450000.0,8293035755.0,25.96,2016-05,4.8,95.89,533.2149999999999,17787.19922,4948.049805,2096.949951,8277.399658666665
1130,2016-06-01,531.11,543.08,525.64,536.92,86061800.0,8381321200.0,17.44,2016-06,4.9,95.45,534.1875,17789.66992,4952.25,2099.330078,8280.416666
1131,2016-06-02,536.52,540.35,533.08,537.97,60378200.0,8399598923.0,7.27,2016-06,4.9,95.56,536.98,17838.56055,4971.359863000001,2105.26001,8305.060141
1132,2016-06-03,537.68,574.64,536.92,569.19,122020000.0,8889102698.0,37.72,2016-06,4.9,94.03,554.6075,17807.06055,4942.52002,2099.1298829999996,8282.903484333334
1135,2016-06-06,574.6,586.47,574.6,585.54,72138896.0,9151021089.0,11.87,2016-06,4.9,93.9,580.3025,17920.33008,4968.709961,2109.409912,8332.816651
1136,2016-06-07,585.45,590.26,567.51,576.6,107770000.0,9013335474.0,22.75,2016-06,4.9,93.83,579.955,17938.2793,4961.75,2112.1298829999996,8337.386394333333
1137,2016-06-08,577.17,582.84,573.13,581.65,80265800.0,9094354021.0,9.71,2016-06,4.9,93.59,578.6975,18005.05078,4974.640136999999,2119.1201170000004,8366.270344666666
1138,2016-06-09,582.2,582.2,570.95,574.63,71301000.0,8987040811.0,11.25,2016-06,4.9,93.95,577.495,17985.18945,4958.620117,2115.47998,8353.096515666668
1139,2016-06-10,575.84,579.13,573.33,577.47,66991900.0,9033522014.0,5.8,2016-06,4.9,94.57,576.4425000000001,17865.33984,4894.549805,2096.070068,8285.319904333333
1142,2016-06-13,671.65,716.0,664.49,704.38,243295008.0,11026918233.0,51.51,2016-06,4.9,94.36,689.1300000000001,17732.48047,4848.439941,2079.060059,8219.993489999999
1143,2016-06-14,704.5,704.5,662.8,685.56,186694000.0,10734585656.0,41.7,2016-06,4.9,94.93,689.34,17674.82031,4843.549805,2075.320068,8197.896727666666
1144,2016-06-15,685.68,696.3,672.56,694.47,99223800.0,10876756116.0,23.74,2016-06,4.9,94.61,687.2525,17640.16992,4834.930176,2071.5,8182.200032000001
1145,2016-06-16,696.52,773.72,696.52,766.31,271633984.0,12004751236.0,77.2,2016-06,4.9,94.57,733.2675,17733.09961,4844.919922,2077.98999,8218.669840666667
1146,2016-06-17,768.49,775.36,716.56,748.91,363320992.0,11734973407.0,58.8,2016-06,4.9,94.21,752.3299999999999,17675.16016,4800.339844,2071.219971,8182.239991666666
1149,2016-06-20,763.93,764.08,732.73,737.23,174511008.0,11561085979.0,31.35,2016-06,4.9,93.61,749.4925,17804.86914,4837.209961,2083.25,8241.776367
1150,2016-06-21,735.88,735.88,639.07,666.65,309944000.0,10456853278.0,96.81,2016-06,4.9,94.02,694.37,17829.73047,4843.759765999999,2088.899902,8254.130046
1151,2016-06-22,665.91,678.67,587.48,596.12,266392992.0,9352374507.0,91.19,2016-06,4.9,93.72,632.045,17780.83008,4833.319824,2085.449951,8233.199951666666
1152,2016-06-23,597.44,629.33,558.14,623.98,253462000.0,9791649877.0,71.19,2016-06,4.9,93.53,602.2225,18011.07031,4910.040039,2113.320068,8344.810139
1153,2016-06-24,625.58,681.73,625.27,665.3,224316992.0,10442233719.0,56.46,2016-06,4.9,95.45,649.47,17400.75,4707.97998,2037.410034,8048.7133380000005
1156,2016-06-27,629.35,655.28,620.52,655.28,122134000.0,10292371661.0,34.76,2016-06,4.9,96.54,640.1075000000001,17140.24023,4594.439941,2000.540039,7911.74007
1157,2016-06-28,658.1,659.25,637.77,647.0,138384992.0,10164806261.0,21.48,2016-06,4.9,96.25,650.53,17409.7207,4691.870117,2036.089966,8045.8935943333345
1158,2016-06-29,644.12,644.68,628.28,639.89,142456000.0,10055423427.0,16.4,2016-06,4.9,95.77,639.2425,17694.67969,4779.25,2070.77002,8181.56657
1159,2016-06-30,640.59,675.4,636.61,673.34,138980000.0,10583527799.0,38.79,2016-06,4.9,96.14,656.485,17929.99023,4842.669922,2098.860107,8290.506753
1160,2016-07-01,672.52,686.15,669.59,676.3,134431008.0,10632674990.0,16.56,2016-07,4.8,95.65,676.1400000000001,17949.36914,4862.569824,2102.949951,8304.962971666666
1164,2016-07-05,683.21,683.49,665.07,670.63,130476000.0,10553590036.0,18.42,2016-07,4.8,96.17,675.6,17840.61914,4822.899902,2088.550049,8250.689697
1165,2016-07-06,670.42,681.9,670.42,677.33,134960992.0,10661460872.0,11.48,2016-07,4.8,96.05,675.0174999999999,17918.61914,4859.160156,2099.72998,8292.503092
1166,2016-07-07,678.09,682.43,611.83,640.56,258091008.0,10084880016.0,70.6,2016-07,4.8,96.33,653.2275,17895.88086,4876.810059,2097.899902,8290.196940333333
1167,2016-07-08,640.69,666.71,636.47,666.52,141970000.0,10496037616.0,30.24,2016-07,4.8,96.3,652.5975000000001,18146.74023,4956.759765999999,2129.899902,8411.133299333333
1170,2016-07-11,648.48,659.63,644.98,647.66,107910000.0,10203318330.0,14.65,2016-07,4.8,96.57,650.1875,18226.92969,4988.640136999999,2137.159912,8450.909913
1171,2016-07-12,648.28,675.26,646.78,664.55,138172992.0,10470577835.0,28.48,2016-07,4.8,96.44,658.7175,18347.66992,5022.819824,2152.139893,8507.543212333332
1172,2016-07-13,664.8,668.7,654.47,654.47,131449000.0,10312716681.0,14.23,2016-07,4.8,96.22,660.61,18372.11914,5005.72998,2152.429932,8510.093017333333
1173,2016-07-14,652.92,662.9,652.92,658.08,98511400.0,10370714378.0,9.98,2016-07,4.8,96.08,656.7049999999999,18506.41016,5034.060059,2163.75,8568.073406333333
1174,2016-07-15,659.17,667.08,659.04,663.26,81673104.0,10453381650.0,8.04,2016-07,4.8,96.58,662.1375,18516.55078,5029.589844,2161.73999,8569.293538
1177,2016-07-18,679.81,681.55,668.63,673.11,69465000.0,10612299585.0,12.92,2016-07,4.8,96.56,675.775,18533.05078,5055.779785,2166.889893,8585.240152666667
1178,2016-07-19,672.74,673.28,667.63,672.86,61203300.0,10609525767.0,5.65,2016-07,4.8,97.06,671.6275,18559.00977,5036.370117,2163.780029,8586.386638666669
1179,2016-07-20,672.81,672.93,663.36,665.68,94636400.0,10497527596.0,9.57,2016-07,4.8,97.2,668.6949999999999,18595.0293,5089.930176,2173.02002,8619.326498666665
1180,2016-07-21,665.23,666.22,660.41,665.01,60491800.0,10487976073.0,5.81,2016-07,4.8,97.0,664.2175,18517.23047,5073.899902,2165.169922,8585.433431333333
1181,2016-07-22,664.92,666.58,646.72,650.62,134169000.0,10261989674.0,19.86,2016-07,4.8,97.47,657.21,18570.84961,5100.160156,2175.030029,8615.346598333335
1184,2016-07-25,661.26,661.83,653.4,654.1,78176496.0,10319876749.0,8.43,2016-07,4.8,97.29,657.6475,18493.06055,5097.629883,2168.47998,8586.390137666665
1185,2016-07-26,654.23,656.22,645.88,651.78,225135008.0,10284392843.0,10.34,2016-07,4.8,97.16,652.0274999999999,18473.75,5110.049805,2169.179932,8584.326578999999
1186,2016-07-27,651.63,657.46,648.45,654.35,147460992.0,10325917979.0,9.01,2016-07,4.8,97.05,652.9725000000001,18472.16992,5139.810059,2166.580078,8592.853352333334
1187,2016-07-28,654.49,657.59,654.49,655.03,86428400.0,10337749269.0,3.1,2016-07,4.8,96.74,655.4,18456.34961,5154.97998,2170.060059,8593.796549666667
1188,2016-07-29,655.11,657.8,654.79,656.99,60703500.0,10369809306.0,3.01,2016-07,4.8,95.53,656.1724999999999,18432.24023,5162.129883,2173.600098,8589.323403666665
1191,2016-08-01,624.6,626.12,605.88,606.27,121887000.0,9572348580.0,20.24,2016-08,4.9,95.71,615.7175,18404.50977,5184.200195,2170.840088,8586.516684333334
1192,2016-08-02,606.4,612.85,531.33,547.47,330932992.0,8644864335.0,81.52,2016-08,4.9,95.06,574.5125,18313.76953,5137.72998,2157.030029,8536.176513
1193,2016-08-03,548.66,573.36,541.55,566.35,207982000.0,8944279139.0,31.81,2016-08,4.9,95.56,557.48,18355.0,5159.740234000001,2163.790039,8559.510091
1194,2016-08-04,566.33,579.5,565.78,578.29,125292000.0,9133817995.0,13.72,2016-08,4.9,95.76,572.4749999999999,18352.05078,5166.25,2164.25,8560.850260000001
1195,2016-08-05,578.28,578.28,569.98,575.04,66127900.0,9083715053.0,8.3,2016-08,4.9,96.19,575.395,18543.5293,5221.120117,2182.8701170000004,8649.173178
1198,2016-08-08,592.74,592.99,588.05,591.05,61194100.0,9339910963.0,4.94,2016-08,4.9,96.4,591.2075,18529.28906,5213.140136999999,2180.889893,8641.106363333332
1199,2016-08-09,591.04,591.09,584.79,587.8,92228096.0,9289374235.0,6.3,2016-08,4.9,96.18,588.6800000000001,18533.05078,5225.47998,2181.73999,8646.756916666667
1200,2016-08-10,587.65,599.98,586.37,592.1,102905000.0,9358441335.0,13.61,2016-08,4.9,95.65,591.525,18495.66016,5204.580078,2175.48999,8625.243409333334
1201,2016-08-11,592.12,597.54,589.12,589.12,74514400.0,9312340020.0,8.42,2016-08,4.9,95.86,591.9749999999999,18613.51953,5228.399902,2185.790039,8675.903157
1202,2016-08-12,588.8,589.91,583.81,587.56,69218000.0,9288722581.0,6.1,2016-08,4.9,95.72,587.52,18576.4707,5232.890136999999,2184.050049,8664.470295333334
1205,2016-08-15,570.49,573.58,563.24,567.24,57262300.0,8970719083.0,10.34,2016-08,4.9,95.63,568.6375,18636.05078,5262.02002,2190.149902,8696.073567333335
1206,2016-08-16,567.24,581.74,566.72,577.44,58405200.0,9132941526.0,15.02,2016-08,4.9,94.79,573.2850000000001,18552.01953,5227.109863000001,2178.149902,8652.426431666669
1207,2016-08-17,577.76,580.89,571.43,573.22,54443000.0,9066995409.0,9.46,2016-08,4.9,94.72,575.825,18573.93945,5228.660156,2182.219971,8661.606525666668
1208,2016-08-18,573.71,577.79,573.43,574.32,59896600.0,9085487925.0,4.36,2016-08,4.9,94.16,574.8125,18597.69922,5240.149902,2187.02002,8674.956380666667
1209,2016-08-19,574.34,578.24,574.18,575.63,50631600.0,9107313927.0,4.06,2016-08,4.9,94.51,575.5975,18552.57031,5238.379883,2183.8701170000004,8658.273436666665
1212,2016-08-22,581.31,588.45,580.59,586.75,72844000.0,9286647694.0,7.86,2016-08,4.9,94.52,584.275,18529.41992,5244.600098,2182.639893,8652.219970333334
1213,2016-08-23,586.77,589.47,581.63,583.41,85349200.0,9234845697.0,7.84,2016-08,4.9,94.54,585.3199999999999,18547.30078,5260.080078,2186.899902,8664.760253333334
1214,2016-08-24,583.41,583.59,579.85,580.18,56328200.0,9184728961.0,3.74,2016-08,4.9,94.79,581.7574999999999,18481.48047,5217.689941,2175.439941,8624.870117333334
1215,2016-08-25,580.18,580.45,575.17,577.76,136130000.0,9147297036.0,5.28,2016-08,4.9,94.77,578.3900000000001,18448.41016,5212.200195,2172.469971,8611.026775333334
1216,2016-08-26,577.75,580.62,576.86,579.65,48856800.0,9178145243.0,3.76,2016-08,4.9,95.57,578.72,18395.40039,5218.919922,2169.040039,8594.453450333333
1219,2016-08-29,574.07,576.28,573.47,574.11,110398000.0,9093420855.0,2.81,2016-08,4.9,95.58,574.4825,18502.99023,5232.330078,2180.3798829999996,8638.566730333332
1220,2016-08-30,574.11,578.36,574.11,577.5,70342400.0,9148340524.0,4.25,2016-08,4.9,96.05,576.02,18454.30078,5222.990234000001,2176.1201170000004,8617.803710333334
1221,2016-08-31,577.59,577.86,573.64,575.47,75840896.0,9117106217.0,4.22,2016-08,4.9,96.02,576.1400000000001,18400.88086,5213.220215,2170.949951,8595.017008666668
1222,2016-09-01,575.55,576.31,571.81,572.3,76923400.0,9067854884.0,4.5,2016-09,5.0,95.65,573.9925,18419.30078,5227.209961,2170.860107,8605.790282666667
1223,2016-09-02,572.41,575.64,570.81,575.54,79910800.0,9120159589.0,4.83,2016-09,5.0,95.84,573.5999999999999,18491.96094,5249.899902,2179.97998,8640.613607333335
1227,2016-09-06,606.51,610.83,605.09,610.44,78529104.0,9677437248.0,5.74,2016-09,5.0,94.82,608.2175000000001,18538.11914,5275.910156,2186.47998,8666.836425333333
1228,2016-09-07,610.57,614.54,608.51,614.54,75032400.0,9743676240.0,6.03,2016-09,5.0,94.96,612.04,18526.14063,5283.930176,2186.159912,8665.410239333334
1229,2016-09-08,614.64,628.77,613.84,626.32,86713000.0,9931412644.0,14.93,2016-09,5.0,95.03,620.8925,18479.91016,5259.47998,2181.300049,8640.230063
1230,2016-09-09,626.35,626.83,620.26,622.86,64550200.0,9877681032.0,6.57,2016-09,5.0,95.34,624.075,18085.44922,5125.910156,2127.810059,8446.389811666666
1233,2016-09-12,607.01,608.46,605.41,608.24,72812304.0,9649385919.0,3.05,2016-09,5.0,95.09,607.28,18325.07031,5211.890136999999,2159.040039,8565.333495333332
1234,2016-09-13,608.03,611.19,606.92,609.24,86920600.0,9666424848.0,4.27,2016-09,5.0,95.63,608.845,18066.75,5155.25,2127.02002,8449.67334
1235,2016-09-14,608.84,611.95,608.41,610.68,47877700.0,9690463177.0,3.54,2016-09,5.0,95.33,609.9699999999999,18034.76953,5173.77002,2125.77002,8444.769856666668
1236,2016-09-15,610.59,611.09,607.16,607.16,59464600.0,9635571708.0,3.93,2016-09,5.0,95.29,609.0,18212.48047,5249.689941,2147.26001,8536.476807
1237,2016-09-16,607.25,609.26,606.73,606.97,64963400.0,9633710359.0,2.53,2016-09,5.0,96.11,607.5525,18123.80078,5244.569824,2139.159912,8502.510172
1240,2016-09-19,609.87,610.93,608.27,609.23,54796400.0,9672709264.0,2.66,2016-09,5.0,95.84,609.575,18120.16992,5235.029785,2139.1201170000004,8498.106607333333
1241,2016-09-20,609.25,609.53,607.94,608.31,72710896.0,9659269452.0,1.59,2016-09,5.0,96.02,608.7574999999999,18129.96094,5241.350098,2139.76001,8503.690349333332
1242,2016-09-21,603.59,603.59,595.88,597.15,82776200.0,9483211005.0,7.71,2016-09,5.0,95.66,600.0525,18293.69922,5295.180176,2163.1201170000004,8583.999837666664
1243,2016-09-22,597.28,598.49,596.21,596.3,67085300.0,9470698215.0,2.28,2016-09,5.0,95.45,597.0699999999999,18392.46094,5339.52002,2177.179932,8636.386964
1244,2016-09-23,596.2,603.21,595.79,602.84,51067000.0,9575631549.0,7.42,2016-09,5.0,95.48,599.51,18261.44922,5305.75,2164.689941,8577.296387
1247,2016-09-26,600.81,608.14,600.35,608.04,59153800.0,9661922446.0,7.79,2016-09,5.0,95.3,604.3349999999999,18094.83008,5257.490234000001,2146.100098,8499.473470666666
1248,2016-09-27,608.02,608.25,604.11,606.17,49422400.0,9633311305.0,4.14,2016-09,5.0,95.44,606.6375,18228.30078,5305.709961,2159.929932,8564.646891
1249,2016-09-28,606.24,606.59,604.61,604.73,48722600.0,9611532319.0,1.98,2016-09,5.0,95.43,605.5425,18339.24023,5318.549805,2171.3701170000004,8609.720050666665
1250,2016-09-29,605.02,606.82,604.85,605.69,55658600.0,9627902106.0,1.97,2016-09,5.0,95.53,605.595,18143.44922,5269.149902,2151.1298829999996,8521.243001666668
1251,2016-09-30,605.72,609.73,604.14,609.73,56122400.0,9693198750.0,5.59,2016-09,5.0,95.46,607.33,18308.15039,5312.0,2168.27002,8596.140136666667
1254,2016-10-03,610.97,612.57,610.46,612.13,46798300.0,9734618878.0,2.11,2016-10,4.9,95.69,611.5325,18253.84961,5300.870117,2161.199951,8571.973226
1255,2016-10-04,612.05,612.05,609.48,610.2,49801600.0,9705099355.0,2.57,2016-10,4.9,96.17,610.9449999999999,18168.44922,5289.660156,2150.48999,8536.199788666667
1256,2016-10-05,610.22,613.81,609.62,612.51,68077504.0,9743018924.0,4.19,2016-10,4.9,96.12,611.54,18281.0293,5316.02002,2159.72998,8585.5931
1257,2016-10-06,612.47,613.82,611.47,613.02,56812100.0,9752315689.0,2.35,2016-10,4.9,96.77,612.6949999999999,18268.5,5306.850098,2160.77002,8578.706705999999
1258,2016-10-07,612.61,617.91,611.82,617.12,64071400.0,9818599994.0,6.09,2016-10,4.9,96.63,614.865,18240.49023,5292.399902,2153.73999,8562.210040666667
1261,2016-10-10,616.82,621.32,616.2,618.99,67481104.0,9851764897.0,5.12,2016-10,4.9,96.93,618.3325,18329.03906,5328.669922,2163.659912,8607.122964666667
1262,2016-10-11,619.24,642.08,618.5,641.07,103590000.0,10204214839.0,23.58,2016-10,4.9,97.69,630.2225000000001,18128.66016,5246.790039,2136.72998,8504.060059666666
1263,2016-10-12,640.87,641.34,635.97,636.19,92370200.0,10127644784.0,5.37,2016-10,4.9,97.97,638.5925,18144.19922,5239.02002,2139.179932,8507.466390666666
1264,2016-10-13,636.03,638.83,635.03,636.79,61620700.0,10138078870.0,3.8,2016-10,4.9,97.52,636.6700000000001,18098.93945,5213.330078,2132.550049,8481.606525666668
1265,2016-10-14,637.01,641.28,637.01,640.38,58144600.0,10196303437.0,4.27,2016-10,4.9,98.02,638.92,18138.38086,5214.160156,2132.97998,8495.173665333334
1268,2016-10-17,641.82,642.33,638.66,639.19,58063600.0,10180488274.0,3.67,2016-10,4.9,97.89,640.5,18086.40039,5199.819824,2126.5,8470.906738
1269,2016-10-18,639.41,640.74,636.0,637.96,65546700.0,10162029114.0,4.74,2016-10,4.9,97.89,638.5275,18161.93945,5243.839844,2139.600098,8515.126463999999
1270,2016-10-19,638.13,638.87,628.01,630.52,69381696.0,10044471117.0,10.86,2016-10,4.9,97.92,633.8824999999999,18202.61914,5246.410156,2144.290039,8531.106445
1271,2016-10-20,630.66,631.92,628.26,630.86,56957300.0,10050854099.0,3.66,2016-10,4.9,98.31,630.425,18162.34961,5241.830078,2141.340088,8515.173258666668
1272,2016-10-21,630.83,634.09,630.69,632.83,55951000.0,10083501603.0,3.4,2016-10,4.9,98.69,632.11,18145.71094,5257.399902,2141.159912,8514.756918000001
1275,2016-10-24,657.16,657.25,652.59,653.76,62218200.0,10420469172.0,4.66,2016-10,4.9,98.76,655.19,18223.0293,5309.830078,2151.330078,8561.396485333333
1276,2016-10-25,654.0,664.42,653.7,657.59,90378800.0,10482565592.0,10.72,2016-10,4.9,98.72,657.4275,18169.26953,5283.399902,2143.159912,8531.943114666667
1277,2016-10-26,657.68,679.73,657.68,678.3,88877104.0,10813913071.0,22.05,2016-10,4.9,98.63,668.3474999999999,18199.33008,5250.27002,2139.429932,8529.676677333333
1278,2016-10-27,678.21,688.59,678.04,688.31,96105296.0,10974828655.0,10.55,2016-10,4.9,98.89,683.2875,18169.67969,5215.970215,2133.040039,8506.229981333334
1279,2016-10-28,688.0,690.44,684.16,689.65,81145504.0,10997420362.0,6.28,2016-10,4.9,98.35,688.0625,18161.18945,5190.100098,2126.409912,8492.566486666667
1282,2016-10-31,702.64,709.29,691.68,700.97,97064400.0,11181852070.0,17.61,2016-10,4.9,98.44,701.145,18142.41992,5189.140136999999,2126.149902,8485.903319666666
1283,2016-11-01,701.34,736.45,701.34,729.79,130527000.0,11642863554.0,35.11,2016-11,4.7,97.7,717.23,18037.09961,5153.580078,2111.719971,8434.133219666666
1284,2016-11-02,730.07,740.83,722.35,740.83,84865200.0,11820110421.0,18.48,2016-11,4.7,97.4,733.52,17959.64063,5105.569824,2097.939941,8387.716798333333
1285,2016-11-03,742.35,745.77,678.16,688.7,172808000.0,10989660280.0,67.61,2016-11,4.7,97.16,713.7449999999999,17930.66992,5058.410156,2088.659912,8359.246662666666
1286,2016-11-04,689.12,706.93,685.56,703.23,99907696.0,11222575748.0,21.37,2016-11,4.7,97.06,696.2099999999999,17888.2793,5046.370117,2085.179932,8339.943116333334
1289,2016-11-07,710.74,710.74,699.9,703.13,65047100.0,11224670783.0,10.84,2016-11,4.7,97.78,706.1275,18259.59961,5166.169922,2131.52002,8519.096517333333
1290,2016-11-08,703.09,712.99,702.39,709.85,79660800.0,11333339468.0,10.6,2016-11,4.7,97.86,707.0799999999999,18332.74023,5193.490234000001,2139.560059,8555.263507666667
1291,2016-11-09,709.83,740.05,708.61,723.27,132429000.0,11548965779.0,31.44,2016-11,4.7,98.5,720.44,18589.68945,5251.069824,2163.26001,8668.006428
1292,2016-11-10,722.84,723.02,711.21,715.53,68807800.0,11426817526.0,11.81,2016-11,4.7,98.78,718.1500000000001,18807.88086,5208.799805,2167.47998,8728.053548333333
1293,2016-11-11,715.55,718.32,714.41,716.41,63119700.0,11442241390.0,3.91,2016-11,4.7,99.06,716.1724999999999,18847.66016,5237.109863000001,2164.449951,8749.739991333334
1296,2016-11-14,702.0,706.28,699.81,705.02,62993000.0,11271073434.0,6.47,2016-11,4.7,100.11,703.2775,18868.68945,5218.399902,2164.199951,8750.429767666667
1297,2016-11-15,705.79,715.72,705.26,711.62,72038496.0,11377924616.0,10.46,2016-11,4.7,100.23,709.5975,18923.06055,5275.620117,2180.389893,8793.02352
1298,2016-11-16,711.17,747.61,709.04,744.2,141294000.0,11900441939.0,38.57,2016-11,4.7,100.41,728.0049999999999,18868.14063,5294.580078,2176.939941,8779.886883000001
1299,2016-11-17,744.88,755.65,739.51,740.98,108579000.0,11850398479.0,16.14,2016-11,4.7,100.89,745.255,18903.82031,5333.970215,2187.1201170000004,8808.303547333335
1300,2016-11-18,740.71,752.88,736.89,751.59,87363104.0,12021432968.0,15.99,2016-11,4.7,101.21,745.5175,18867.92969,5321.509765999999,2181.899902,8790.446452666667
1303,2016-11-21,731.27,741.72,730.51,739.25,60802400.0,11827902946.0,11.21,2016-11,4.7,101.05,735.6875,18956.68945,5368.859863000001,2198.179932,8841.243081666667
1304,2016-11-22,739.64,753.87,736.53,751.35,129906000.0,12022735372.0,17.34,2016-11,4.7,101.04,745.3475,19023.86914,5386.350098,2202.939941,8871.053059666667
1305,2016-11-23,751.74,752.25,738.92,744.59,76543800.0,11916054235.0,13.33,2016-11,4.7,101.7,746.875,19083.17969,5380.680176,2204.719971,8889.526612333333
1307,2016-11-25,740.44,741.65,734.59,741.65,67807600.0,11871816579.0,7.06,2016-11,4.7,101.49,739.5825000000001,19152.14063,5398.919922,2213.350098,8921.470216666667
1310,2016-11-28,732.48,738.01,732.48,735.81,61888600.0,11782628755.0,5.53,2016-11,4.7,101.33,734.695,19097.90039,5368.810059,2201.719971,8889.476806666666
1311,2016-11-29,736.33,737.47,734.56,735.6,68511104.0,11780661280.0,2.91,2016-11,4.7,100.93,735.99,19121.59961,5379.919922,2204.659912,8902.059814666667
1312,2016-11-30,736.28,747.93,736.27,745.69,84070800.0,11943536630.0,11.66,2016-11,4.7,101.5,741.5425,19123.58008,5323.680176,2198.810059,8882.023438333334
1313,2016-12-01,746.05,758.28,746.05,756.77,80461904.0,12122431239.0,12.23,2016-12,4.7,101.04,751.7875,19191.92969,5251.109863000001,2191.080078,8878.039877000001
1314,2016-12-02,757.54,781.3,757.54,777.94,127605000.0,12462935160.0,23.76,2016-12,4.7,100.77,768.58,19170.41992,5255.649902,2191.949951,8872.673257666667
1317,2016-12-05,773.39,773.47,751.71,758.7,106363000.0,12159115875.0,21.76,2016-12,4.7,100.09,764.3175000000001,19216.24023,5308.890136999999,2204.709961,8909.946775999999
1318,2016-12-06,758.72,765.62,758.72,764.22,116218000.0,12249086971.0,6.9,2016-12,4.7,100.49,761.8200000000002,19251.7793,5333.0,2212.22998,8932.336426666667
1319,2016-12-07,764.21,771.54,759.75,768.13,96426096.0,12313376414.0,11.79,2016-12,4.7,100.23,765.9075,19549.61914,5393.759765999999,2241.350098,9061.576334666666
1320,2016-12-08,768.08,774.7,765.95,770.81,80111904.0,12357837893.0,8.75,2016-12,4.7,101.1,769.8850000000001,19614.81055,5417.359863000001,2246.189941,9092.786784666667
1321,2016-12-09,769.94,774.53,769.65,772.79,68705296.0,12390863077.0,4.88,2016-12,4.7,101.59,771.7275,19756.84961,5444.5,2259.530029,9153.626546333335
1324,2016-12-12,770.04,781.92,770.04,780.09,76571000.0,12512497969.0,11.88,2016-12,4.7,101.03,775.5225,19796.42969,5412.540039,2256.959961,9155.309896666668
1325,2016-12-13,780.65,788.46,777.96,780.56,81645600.0,12521776922.0,10.5,2016-12,4.7,101.07,781.9075,19911.21094,5463.830078,2271.719971,9215.586996333333
1326,2016-12-14,780.01,782.03,776.84,781.48,75979000.0,12534369129.0,5.19,2016-12,4.7,101.76,780.09,19792.5293,5436.669922,2253.280029,9160.826417
1327,2016-12-15,780.07,781.43,777.8,778.09,81580096.0,12484761985.0,3.63,2016-12,4.7,103.02,779.3475000000001,19852.24023,5456.850098,2262.030029,9190.373452333333
1328,2016-12-16,778.96,785.03,778.96,784.91,83608200.0,12595490539.0,6.07,2016-12,4.7,102.95,781.9649999999999,19843.41016,5437.160156,2258.070068,9179.546794666667
1331,2016-12-19,790.69,793.61,790.32,792.71,74886400.0,12725090633.0,3.29,2016-12,4.7,103.14,791.8325000000001,19883.06055,5457.439941,2262.530029,9201.010173333334
1332,2016-12-20,792.25,801.34,791.5,800.88,99629296.0,12857473134.0,9.84,2016-12,4.7,103.29,796.4925000000001,19974.61914,5483.939941,2270.76001,9243.106363666666
